id,produto,marca,avaliacao,preco
4756,Smartphone,Sony,4.7,1714.14
4757,Camera,HP,3.6,1302.52
4758,Smartphone,LG,2.1,626.61
4759,Smartphone,Samsung,4.1,242.1
4760,Monitor,Dell,1.4,1591.28
4761,Smartphone,Lenovo,4.2,931.14
4762,Camera,Asus,1.4,1454.42
4763,Laptop,Lenovo,2.3,178.42
4764,Monitor,Asus,3.9,1315.94
4765,Smartphone,Dell,2.0,1870.65
4766,Headphone,Apple,3.6,1276.86
4767,Tablet,HP,2.9,405.6
4768,Smartwatch,HP,2.7,1561.53
4769,Smartwatch,LG,4.6,1238.7
4770,Laptop,LG,4.1,1553.82
4771,Smartwatch,HP,3.7,652.92
4772,Printer,Lenovo,4.1,1397.32
4773,Monitor,HP,3.9,393.45
4774,Headphone,Lenovo,2.9,634.04
4775,Laptop,Sony,1.2,1669.52
4776,Tablet,Apple,4.8,1702.28
4777,Headphone,Lenovo,4.5,1307.86
4778,Smartphone,Dell,2.3,1930.56
4779,Tablet,Dell,2.4,1752.94
4780,Printer,Dell,5.0,1155.98
4781,Tablet,Sony,2.0,1352.31
4782,Tablet,Samsung,1.5,329.1
4783,Laptop,Sony,1.4,1205.25
4784,Laptop,HP,2.2,145.23
4785,Printer,Apple,2.9,1993.07
4786,Tablet,Apple,1.5,760.79
4787,Headphone,Dell,5.0,1434.14
4788,Laptop,Dell,1.1,1480.99
4789,Headphone,Lenovo,4.0,1465.66
4790,Printer,Asus,2.2,1981.55
4791,Smartphone,HP,1.8,1396.11
4792,Headphone,Sony,4.0,1102.07
4793,Smartwatch,Lenovo,3.7,128.13
4794,Monitor,Apple,1.6,1199.84
4795,Printer,Sony,1.6,278.35
4796,Tablet,Dell,4.4,1185.79
4797,Smartphone,Asus,1.7,670.21
4798,Tablet,HP,4.8,935.98
4799,Headphone,Samsung,4.3,1620.88
4800,Tablet,HP,3.6,487.23
4801,Laptop,Sony,1.1,1507.67
4802,Smartphone,Samsung,2.6,1010.43
4803,Smartphone,Lenovo,4.0,1946.56
4804,Camera,Sony,3.1,1861.75
4805,Monitor,Sony,4.6,1202.85
4806,Smartphone,Sony,3.8,354.77
4807,Monitor,HP,1.3,1000.96
4808,Smartwatch,Samsung,3.7,1957.89
4809,Smartwatch,Apple,2.6,1338.13
4810,Smartphone,Dell,3.3,1893.08
4811,Laptop,Samsung,1.5,509.71
4812,Smartphone,Dell,1.1,950.39
4813,Printer,Lenovo,4.7,1861.52
4814,Headphone,Apple,2.5,1147.64
4815,Laptop,Asus,2.9,141.58
4816,Headphone,LG,1.4,440.49
4817,Tablet,Asus,1.8,789.77
4818,Monitor,Dell,2.2,1127.55
4819,Smartphone,Asus,2.3,434.07
4820,Laptop,Asus,3.7,1157.2
4821,Smartwatch,Apple,3.4,1557.08
4822,Smartphone,LG,3.2,256.54
4823,Smartphone,Sony,3.7,309.02
4824,Smartwatch,Sony,4.0,1911.07
4825,Monitor,LG,5.0,959.74
4826,Smartphone,Apple,2.3,860.87
4827,Smartwatch,LG,4.9,1129.42
4828,Headphone,Dell,2.9,348.82
4829,Smartwatch,Asus,3.5,1196.94
4830,Headphone,Asus,1.6,1129.83
4831,Monitor,Apple,1.3,1450.8
4832,Tablet,Dell,4.4,125.22
4833,Headphone,Samsung,3.5,819.57
4834,Headphone,Sony,4.2,927.37
4835,Laptop,Lenovo,2.2,205.79
4836,Smartwatch,Sony,4.9,1083.03
4837,Camera,HP,4.1,1827.81
4838,Printer,Asus,3.1,1929.92
4839,Laptop,HP,1.8,1746.32
4840,Smartphone,Apple,2.6,675.22
4841,Tablet,LG,4.9,542.88
4842,Monitor,Dell,1.1,1037.97
4843,Tablet,HP,1.2,323.65
4844,Monitor,Sony,3.7,1465.92
4845,Laptop,LG,4.8,1597.84
4846,Camera,Samsung,4.2,1514.2
4847,Printer,Sony,2.1,835.09
4848,Tablet,Sony,2.3,1777.76
4849,Headphone,Apple,4.2,718.44
4850,Printer,Dell,2.6,408.7
4851,Smartphone,Apple,1.4,1043.85
4852,Tablet,Sony,2.5,1525.5
4853,Camera,Sony,4.3,1000.45
4854,Monitor,Dell,1.4,420.01
4855,Laptop,Sony,2.2,154.82
4856,Smartphone,Apple,3.8,1960.41
4857,Smartwatch,LG,4.8,954.61
4858,Smartwatch,HP,3.4,450.41
4859,Smartwatch,LG,2.1,1228.47
4860,Tablet,Apple,4.5,399.34
4861,Smartphone,Samsung,1.7,1348.73
4862,Printer,Samsung,2.2,85.2
4863,Tablet,Samsung,3.5,451.5
4864,Printer,Apple,3.5,1241.28
4865,Smartwatch,Sony,2.6,1683.26
4866,Monitor,Dell,3.4,1689.38
4867,Smartphone,HP,1.6,1121.42
4868,Laptop,Dell,4.2,505.7
4869,Printer,Asus,1.3,824.72
4870,Camera,Sony,3.2,345.33
4871,Tablet,HP,2.1,1037.7
4872,Headphone,HP,1.3,162.43
4873,Camera,Apple,3.0,1262.08
4874,Printer,Apple,3.8,625.67
4875,Smartwatch,Sony,3.1,1837.83
4876,Laptop,Sony,4.7,1645.39
4877,Smartphone,Apple,2.4,323.1
4878,Headphone,Apple,1.3,738.35
4879,Monitor,HP,3.8,519.36
4880,Laptop,Samsung,4.8,712.86
4881,Monitor,Dell,3.6,1309.81
4882,Headphone,Dell,4.6,1625.76
4883,Printer,Dell,1.9,1283.05
4884,Smartwatch,Sony,1.6,641.27
4885,Camera,Sony,3.0,558.58
4886,Printer,Apple,4.7,1080.4
4887,Tablet,LG,3.5,1643.72
4888,Smartwatch,HP,1.3,1137.52
4889,Printer,Sony,2.7,1245.52
4890,Monitor,Lenovo,3.4,1083.77
4891,Tablet,Samsung,1.2,224.92
4892,Printer,Apple,4.4,1365.84
4893,Smartphone,Sony,3.2,269.11
4894,Monitor,Sony,2.1,1900.29
4895,Laptop,Apple,2.5,954.28
4896,Monitor,Lenovo,3.6,530.74
4897,Camera,Lenovo,4.0,1479.37
4898,Headphone,LG,2.3,125.53
4899,Smartphone,Asus,2.4,614.82
4900,Printer,Apple,4.8,895.69
4901,Smartphone,Asus,4.7,912.81
4902,Smartphone,HP,4.5,1036.88
4903,Smartphone,Lenovo,3.7,1061.67
4904,Headphone,Sony,2.9,533.79
4905,Camera,HP,4.3,825.53
4906,Laptop,HP,1.2,1112.49
4907,Smartwatch,HP,1.2,1378.92
4908,Smartphone,Apple,4.2,1352.45
4909,Smartwatch,LG,3.8,876.46
4910,Monitor,Lenovo,3.4,1671.47
4911,Monitor,Lenovo,2.9,782.38
4912,Printer,Lenovo,1.7,824.8
4913,Smartwatch,Dell,2.0,1710.53
4914,Tablet,Samsung,4.3,1035.76
4915,Smartwatch,Apple,1.4,1952.88
4916,Camera,Asus,4.1,230.17
4917,Smartwatch,Sony,2.8,413.33
4918,Laptop,HP,2.8,743.45
4919,Headphone,Dell,4.5,161.21
4920,Smartwatch,Sony,3.5,1949.67
4921,Smartphone,Sony,1.1,384.33
4922,Printer,Dell,1.3,1639.8
4923,Monitor,HP,4.7,653.81
4924,Tablet,HP,2.5,439.73
4925,Smartphone,HP,4.0,1567.08
4926,Laptop,Dell,1.3,1893.13
4927,Monitor,Samsung,3.1,1203.17
4928,Smartphone,Sony,4.0,1428.51
4929,Printer,LG,3.9,1135.22
4930,Laptop,LG,2.8,1974.31
4931,Headphone,LG,1.1,1809.72
4932,Headphone,LG,3.5,886.64
4933,Monitor,Apple,2.2,1261.5
4934,Laptop,LG,1.2,986.82
4935,Smartwatch,Sony,4.0,1284.18
4936,Tablet,Samsung,1.3,1647.35
4937,Printer,HP,2.6,734.42
4938,Camera,Lenovo,3.3,851.02
4939,Printer,Sony,1.8,1160.04
4940,Headphone,HP,2.3,1961.15
4941,Tablet,Lenovo,1.0,937.67
4942,Headphone,HP,2.3,1261.04
4943,Smartphone,Apple,2.4,845.11
4944,Headphone,Asus,2.1,1317.9
4945,Headphone,LG,2.4,325.12
4946,Tablet,Dell,1.3,970.65
4947,Smartphone,Samsung,1.9,1429.78
4948,Camera,Dell,3.5,1007.37
4949,Tablet,Asus,4.1,1022.56
4950,Monitor,Asus,3.1,1288.74
4951,Camera,Dell,3.6,1520.8
4952,Smartwatch,Asus,3.3,1931.71
4953,Headphone,HP,2.2,404.03
4954,Monitor,Sony,3.9,1426.99
4955,Monitor,Dell,3.6,758.14
4956,Headphone,Asus,2.8,794.6
4957,Smartphone,Asus,4.3,1056.16
4958,Smartwatch,Apple,4.7,53.37
4959,Monitor,Sony,3.0,90.93
4960,Smartwatch,Dell,3.8,185.67
4961,Tablet,Samsung,2.1,398.33
4962,Laptop,Apple,1.9,1563.56
4963,Smartwatch,Lenovo,1.5,1024.41
4964,Headphone,Sony,4.7,1456.14
4965,Smartphone,Samsung,3.3,1642.53
4966,Printer,Apple,1.3,1259.69
4967,Headphone,Apple,4.9,269.08
4968,Smartphone,HP,2.0,1017.51
4969,Laptop,Apple,4.3,572.94
4970,Printer,HP,3.0,192.82
4971,Headphone,Apple,2.2,323.67
4972,Laptop,LG,2.5,506.31
4973,Smartphone,Samsung,2.6,155.31
4974,Smartphone,Apple,2.3,1203.74
4975,Tablet,LG,3.4,665.05
4976,Smartwatch,Apple,4.8,1780.22
4977,Smartwatch,LG,1.2,586.1
4978,Printer,Apple,1.2,1070.28
4979,Monitor,Dell,1.6,1865.12
4980,Tablet,Samsung,4.3,1387.77
4981,Monitor,Samsung,3.3,1928.4
4982,Headphone,HP,4.4,1014.89
4983,Tablet,Sony,1.0,1914.37
4984,Camera,Samsung,2.5,1755.34
4985,Printer,Dell,2.7,784.36
4986,Printer,Samsung,2.2,1242.87
4987,Camera,LG,2.5,358.26
4988,Headphone,LG,4.8,401.77
4989,Headphone,HP,1.2,322.45
4990,Laptop,Apple,1.2,1966.21
4991,Smartphone,HP,4.2,1651.76
4992,Headphone,HP,1.7,613.2
4993,Headphone,HP,4.2,1494.15
4994,Monitor,LG,4.0,250.5
4995,Smartphone,LG,2.0,709.17
4996,Smartwatch,Lenovo,1.5,1788.38
4997,Camera,Sony,3.3,652.37
4998,Monitor,Sony,1.9,1998.91
4999,Smartwatch,LG,2.4,1826.9
5000,Printer,Asus,2.6,1529.75
